it,T,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20,0.015503812433805742,78,25,49,53,84,99,97,76,52,79,60,64,90,94,95,47,43,20,41,35,33
20,0.015503812433805742,78,25,49,53,84,99,97,76,52,79,60,64,90,94,95,47,43,20,41,35,33
20,0.015503812433805742,78,25,49,53,84,99,97,76,52,79,60,64,90,94,95,47,43,20,41,35,33
20,0.015503812433805742,78,25,49,53,84,99,97,76,52,79,60,64,90,94,95,47,43,20,41,35,33
21,0.01317824056873488,78,25,49,53,84,99,97,76,52,79,60,64,90,94,95,47,43,20,41,35,33
21,0.01317824056873488,78,25,49,53,84,99,97,76,52,79,60,64,90,94,95,47,43,20,41,35,33
21,0.01317824056873488,78,25,49,53,84,99,97,76,52,79,60,64,90,94,95,47,43,20,41,35,33
21,0.01317824056873488,78,25,49,53,84,99,97,76,52,79,60,64,90,94,95,47,43,20,41,35,33
21,0.01317824056873488,78,25,49,53,84,99,97,76,52,79,60,64,90,94,95,47,43,20,41,35,33
21,0.01317824056873488,78,25,49,53,84,99,97,76,52,79,60,64,90,94,95,47,43,20,41,35,33
21,0.01317824056873488,78,25,49,53,84,99,97,76,52,79,60,64,90,94,95,47,43,20,41,35,33
21,0.01317824056873488,78,25,49,53,84,99,97,76,52,79,60,64,90,94,95,47,43,20,41,35,33
21,0.01317824056873488,78,25,49,53,84,99,97,76,52,79,60,64,90,94,95,47,43,20,41,35,33
21,0.01317824056873488,78,25,49,53,84,99,97,76,52,79,60,64,90,94,95,47,43,20,41,35,33
21,0.01317824056873488,78,25,49,53,84,99,97,76,52,79,60,64,90,94,95,47,43,20,41,35,33
21,0.01317824056873488,78,25,49,53,84,99,97,76,52,79,60,64,90,94,95,47,43,20,41,35,33
21,0.01317824056873488,78,25,49,53,84,99,97,76,52,79,60,64,90,94,95,47,43,20,41,35,33
21,0.01317824056873488,78,25,49,53,84,99,97,76,52,79,60,64,90,94,95,47,43,20,41,35,33
21,0.01317824056873488,78,25,49,53,84,99,97,76,52,79,60,64,90,94,95,47,43,20,41,35,33
21,0.01317824056873488,78,25,49,53,84,99,97,76,52,79,60,64,90,94,95,47,43,20,41,35,33
21,0.01317824056873488,78,25,49,53,84,99,97,76,52,79,60,64,90,94,95,47,43,20,41,35,33
21,0.01317824056873488,78,25,49,53,84,99,97,76,52,79,60,64,90,94,95,47,43,20,41,35,33
21,0.01317824056873488,78,25,49,53,84,99,97,76,52,79,60,64,90,94,95,47,43,20,41,35,33
21,0.01317824056873488,78,25,49,53,84,99,97,76,52,79,60,64,90,94,95,47,43,20,41,35,33
21,0.01317824056873488,78,25,49,53,84,99,97,76,52,79,60,64,90,94,95,47,43,20,41,35,33
21,0.01317824056873488,78,25,49,53,84,99,97,76,52,79,60,64,90,94,95,47,43,20,41,35,33
22,0.011201504483424647,78,25,49,53,84,99,97,76,52,79,60,64,90,94,95,47,43,20,41,35,33
22,0.011201504483424647,78,25,49,53,52,97,99,76,84,79,60,64,90,94,95,47,43,20,41,35,33
22,0.011201504483424647,78,25,49,53,52,97,99,76,84,79,60,64,90,94,95,47,43,20,41,35,33
22,0.011201504483424647,78,25,49,53,52,97,99,76,84,79,60,64,90,94,95,47,43,20,41,35,33
22,0.011201504483424647,78,25,49,53,52,97,99,76,84,79,60,64,90,94,95,47,43,20,41,35,33
22,0.011201504483424647,78,25,49,53,52,97,99,76,84,79,60,64,90,94,95,47,43,20,41,35,33
22,0.011201504483424647,78,25,49,53,52,97,99,76,84,79,60,64,90,94,95,47,43,20,41,35,33
22,0.011201504483424647,78,25,49,53,52,97,99,76,84,79,60,64,90,94,95,47,43,20,41,35,33
22,0.011201504483424647,78,25,49,53,52,97,99,76,84,79,60,64,90,94,95,47,43,20,41,35,33
22,0.011201504483424647,78,25,49,53,52,97,99,76,84,79,60,64,90,94,95,47,43,20,41,35,33
22,0.011201504483424647,78,25,49,53,52,97,99,76,84,79,60,64,90,94,95,47,43,20,41,35,33
22,0.011201504483424647,78,25,49,53,52,97,99,76,84,79,60,64,90,94,95,47,43,20,41,35,33
22,0.011201504483424647,78,25,49,53,52,97,99,76,84,79,60,64,90,94,95,47,43,20,41,35,33
22,0.011201504483424647,78,25,49,53,52,97,99,76,84,79,60,64,90,94,95,47,43,20,41,35,33
22,0.011201504483424647,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,43,20,41,35,33
22,0.011201504483424647,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,43,20,41,35,33
22,0.011201504483424647,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,43,20,41,35,33
22,0.011201504483424647,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,43,20,41,35,33
22,0.011201504483424647,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,43,20,41,35,33
22,0.011201504483424647,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,43,20,41,35,33
22,0.011201504483424647,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,43,20,41,35,33
22,0.011201504483424647,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,43,20,41,35,33
23,0.009521278810910949,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,43,20,41,35,33
23,0.009521278810910949,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,43,20,41,35,33
23,0.009521278810910949,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,43,20,41,35,33
23,0.009521278810910949,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,43,20,41,35,33
23,0.009521278810910949,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,43,20,41,35,33
23,0.009521278810910949,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,43,20,41,35,33
23,0.009521278810910949,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,43,20,41,35,33
23,0.009521278810910949,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,43,20,41,35,33
23,0.009521278810910949,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,43,20,41,35,33
23,0.009521278810910949,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,43,20,41,35,33
23,0.009521278810910949,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,43,20,41,35,33
23,0.009521278810910949,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,43,20,41,35,33
23,0.009521278810910949,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,43,20,41,35,33
23,0.009521278810910949,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,43,20,41,35,33
23,0.009521278810910949,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,43,20,41,35,33
23,0.009521278810910949,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,43,20,41,35,33
23,0.009521278810910949,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,43,20,41,35,33
23,0.009521278810910949,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,43,20,41,35,33
23,0.009521278810910949,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,43,20,41,35,33
23,0.009521278810910949,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,43,20,41,35,33
23,0.009521278810910949,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,43,20,41,35,33
23,0.009521278810910949,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,43,20,41,35,33
24,0.008093086989274306,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,43,20,41,35,33
24,0.008093086989274306,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,43,20,41,35,33
24,0.008093086989274306,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,43,20,41,35,33
24,0.008093086989274306,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,43,20,41,35,33
24,0.008093086989274306,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,43,20,41,35,33
24,0.008093086989274306,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,43,20,41,35,33
24,0.008093086989274306,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,43,20,41,35,33
24,0.008093086989274306,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,43,20,41,35,33
24,0.008093086989274306,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,43,20,41,35,33
24,0.008093086989274306,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,43,20,41,35,33
24,0.008093086989274306,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,43,20,41,35,33
24,0.008093086989274306,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,43,20,41,35,33
24,0.008093086989274306,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,43,20,41,35,33
24,0.008093086989274306,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,43,20,41,35,33
24,0.008093086989274306,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,20,43,41,35,33
24,0.008093086989274306,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,20,43,41,35,33
24,0.008093086989274306,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,20,43,41,35,33
24,0.008093086989274306,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,20,43,41,35,33
24,0.008093086989274306,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,20,43,41,35,33
24,0.008093086989274306,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,20,43,41,35,33
24,0.008093086989274306,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,20,43,41,35,33
24,0.008093086989274306,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,20,43,41,35,33
25,0.00687912394088316,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,20,43,41,35,33
25,0.00687912394088316,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,20,43,41,35,33
25,0.00687912394088316,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,20,43,41,35,33
25,0.00687912394088316,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,20,43,41,35,33
25,0.00687912394088316,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,20,43,41,35,33
25,0.00687912394088316,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,20,43,41,35,33
25,0.00687912394088316,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,20,43,41,35,33
25,0.00687912394088316,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,20,43,41,35,33
25,0.00687912394088316,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,20,43,41,35,33
25,0.00687912394088316,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,20,43,41,35,33
25,0.00687912394088316,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,20,43,41,35,33
25,0.00687912394088316,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,20,43,41,35,33
25,0.00687912394088316,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,20,43,41,35,33
25,0.00687912394088316,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,20,43,41,35,33
25,0.00687912394088316,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,20,43,41,35,33
25,0.00687912394088316,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,20,43,41,35,33
25,0.00687912394088316,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,20,43,41,35,33
25,0.00687912394088316,78,25,49,53,84,76,97,99,52,79,60,64,90,94,95,47,20,43,41,35,33
25,0.00687912394088316,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
25,0.00687912394088316,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
25,0.00687912394088316,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
25,0.00687912394088316,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
26,0.005847255349750686,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
26,0.005847255349750686,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
26,0.005847255349750686,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
26,0.005847255349750686,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
26,0.005847255349750686,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
26,0.005847255349750686,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
26,0.005847255349750686,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
26,0.005847255349750686,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
26,0.005847255349750686,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
26,0.005847255349750686,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
26,0.005847255349750686,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
26,0.005847255349750686,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
26,0.005847255349750686,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
26,0.005847255349750686,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
26,0.005847255349750686,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
26,0.005847255349750686,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
26,0.005847255349750686,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
26,0.005847255349750686,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
26,0.005847255349750686,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
26,0.005847255349750686,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
26,0.005847255349750686,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
26,0.005847255349750686,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
27,0.0049701670472880825,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
27,0.0049701670472880825,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
27,0.0049701670472880825,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
27,0.0049701670472880825,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
27,0.0049701670472880825,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
27,0.0049701670472880825,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
27,0.0049701670472880825,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
27,0.0049701670472880825,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
27,0.0049701670472880825,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
27,0.0049701670472880825,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
27,0.0049701670472880825,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
27,0.0049701670472880825,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
27,0.0049701670472880825,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
27,0.0049701670472880825,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
27,0.0049701670472880825,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
27,0.0049701670472880825,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
27,0.0049701670472880825,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
27,0.0049701670472880825,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
27,0.0049701670472880825,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
27,0.0049701670472880825,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
27,0.0049701670472880825,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
27,0.0049701670472880825,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
28,0.00422464199019487,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
28,0.00422464199019487,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
28,0.00422464199019487,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
28,0.00422464199019487,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
28,0.00422464199019487,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
28,0.00422464199019487,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
28,0.00422464199019487,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
28,0.00422464199019487,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
28,0.00422464199019487,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
28,0.00422464199019487,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
28,0.00422464199019487,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
28,0.00422464199019487,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
28,0.00422464199019487,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
28,0.00422464199019487,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
28,0.00422464199019487,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
28,0.00422464199019487,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
28,0.00422464199019487,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
28,0.00422464199019487,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
28,0.00422464199019487,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
28,0.00422464199019487,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
28,0.00422464199019487,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
28,0.00422464199019487,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
29,0.0035909456916656396,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
29,0.0035909456916656396,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
29,0.0035909456916656396,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
29,0.0035909456916656396,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
29,0.0035909456916656396,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
29,0.0035909456916656396,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
29,0.0035909456916656396,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
29,0.0035909456916656396,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
29,0.0035909456916656396,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
29,0.0035909456916656396,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
29,0.0035909456916656396,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
29,0.0035909456916656396,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
29,0.0035909456916656396,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
29,0.0035909456916656396,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
29,0.0035909456916656396,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
29,0.0035909456916656396,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
29,0.0035909456916656396,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
29,0.0035909456916656396,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
29,0.0035909456916656396,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
29,0.0035909456916656396,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
29,0.0035909456916656396,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
29,0.0035909456916656396,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
30,0.0030523038379157937,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
30,0.0030523038379157937,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
30,0.0030523038379157937,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
30,0.0030523038379157937,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
30,0.0030523038379157937,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
30,0.0030523038379157937,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
30,0.0030523038379157937,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
30,0.0030523038379157937,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
30,0.0030523038379157937,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
30,0.0030523038379157937,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
30,0.0030523038379157937,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
30,0.0030523038379157937,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
30,0.0030523038379157937,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
30,0.0030523038379157937,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
30,0.0030523038379157937,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
30,0.0030523038379157937,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
30,0.0030523038379157937,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
30,0.0030523038379157937,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
30,0.0030523038379157937,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
30,0.0030523038379157937,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
30,0.0030523038379157937,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
30,0.0030523038379157937,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
31,0.0025944582622284247,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
31,0.0025944582622284247,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
31,0.0025944582622284247,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
31,0.0025944582622284247,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
31,0.0025944582622284247,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
31,0.0025944582622284247,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
31,0.0025944582622284247,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
31,0.0025944582622284247,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
31,0.0025944582622284247,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
31,0.0025944582622284247,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
31,0.0025944582622284247,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
31,0.0025944582622284247,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
31,0.0025944582622284247,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
31,0.0025944582622284247,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
31,0.0025944582622284247,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
31,0.0025944582622284247,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
31,0.0025944582622284247,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
31,0.0025944582622284247,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
31,0.0025944582622284247,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
31,0.0025944582622284247,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
31,0.0025944582622284247,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
31,0.0025944582622284247,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
32,0.002205289522894161,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
32,0.002205289522894161,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
32,0.002205289522894161,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
32,0.002205289522894161,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
32,0.002205289522894161,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
32,0.002205289522894161,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
32,0.002205289522894161,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
32,0.002205289522894161,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
32,0.002205289522894161,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
32,0.002205289522894161,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
32,0.002205289522894161,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
32,0.002205289522894161,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
32,0.002205289522894161,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
32,0.002205289522894161,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
32,0.002205289522894161,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
