it,T,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
32,0.002205289522894161,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
32,0.002205289522894161,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
32,0.002205289522894161,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
32,0.002205289522894161,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
32,0.002205289522894161,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
32,0.002205289522894161,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
32,0.002205289522894161,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
33,0.001874496094460037,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
33,0.001874496094460037,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
33,0.001874496094460037,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
33,0.001874496094460037,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
33,0.001874496094460037,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
33,0.001874496094460037,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
33,0.001874496094460037,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
33,0.001874496094460037,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
33,0.001874496094460037,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
33,0.001874496094460037,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
33,0.001874496094460037,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
33,0.001874496094460037,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
33,0.001874496094460037,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
33,0.001874496094460037,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
33,0.001874496094460037,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
33,0.001874496094460037,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
33,0.001874496094460037,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
33,0.001874496094460037,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
33,0.001874496094460037,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
33,0.001874496094460037,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
33,0.001874496094460037,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
33,0.001874496094460037,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
34,0.0015933216802910314,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
34,0.0015933216802910314,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
34,0.0015933216802910314,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
34,0.0015933216802910314,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
34,0.0015933216802910314,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
34,0.0015933216802910314,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
34,0.0015933216802910314,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
34,0.0015933216802910314,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
34,0.0015933216802910314,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
34,0.0015933216802910314,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
34,0.0015933216802910314,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
34,0.0015933216802910314,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
34,0.0015933216802910314,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
34,0.0015933216802910314,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
34,0.0015933216802910314,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
34,0.0015933216802910314,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
34,0.0015933216802910314,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
34,0.0015933216802910314,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
34,0.0015933216802910314,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
34,0.0015933216802910314,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
34,0.0015933216802910314,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
34,0.0015933216802910314,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
35,0.0013543234282473767,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
35,0.0013543234282473767,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
35,0.0013543234282473767,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
35,0.0013543234282473767,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
35,0.0013543234282473767,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
35,0.0013543234282473767,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
35,0.0013543234282473767,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
35,0.0013543234282473767,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
35,0.0013543234282473767,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
35,0.0013543234282473767,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
35,0.0013543234282473767,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
35,0.0013543234282473767,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
35,0.0013543234282473767,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
35,0.0013543234282473767,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
35,0.0013543234282473767,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
35,0.0013543234282473767,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
35,0.0013543234282473767,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
35,0.0013543234282473767,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
35,0.0013543234282473767,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
35,0.0013543234282473767,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
35,0.0013543234282473767,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
35,0.0013543234282473767,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
36,0.0011511749140102703,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
36,0.0011511749140102703,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
36,0.0011511749140102703,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
36,0.0011511749140102703,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
36,0.0011511749140102703,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
36,0.0011511749140102703,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
36,0.0011511749140102703,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
36,0.0011511749140102703,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
36,0.0011511749140102703,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
36,0.0011511749140102703,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
36,0.0011511749140102703,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
36,0.0011511749140102703,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
36,0.0011511749140102703,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
36,0.0011511749140102703,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
36,0.0011511749140102703,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
36,0.0011511749140102703,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
36,0.0011511749140102703,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
36,0.0011511749140102703,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
36,0.0011511749140102703,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
36,0.0011511749140102703,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
36,0.0011511749140102703,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
36,0.0011511749140102703,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
37,0.0009784986769087298,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
37,0.0009784986769087298,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
37,0.0009784986769087298,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
37,0.0009784986769087298,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
37,0.0009784986769087298,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
37,0.0009784986769087298,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
37,0.0009784986769087298,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
37,0.0009784986769087298,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
37,0.0009784986769087298,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
37,0.0009784986769087298,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
37,0.0009784986769087298,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
37,0.0009784986769087298,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
37,0.0009784986769087298,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
37,0.0009784986769087298,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
37,0.0009784986769087298,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
37,0.0009784986769087298,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
37,0.0009784986769087298,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
37,0.0009784986769087298,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
37,0.0009784986769087298,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
37,0.0009784986769087298,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
37,0.0009784986769087298,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
37,0.0009784986769087298,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
38,0.0008317238753724203,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
38,0.0008317238753724203,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
38,0.0008317238753724203,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
38,0.0008317238753724203,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
38,0.0008317238753724203,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
38,0.0008317238753724203,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
38,0.0008317238753724203,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
38,0.0008317238753724203,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
38,0.0008317238753724203,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
38,0.0008317238753724203,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
38,0.0008317238753724203,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
38,0.0008317238753724203,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
38,0.0008317238753724203,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
38,0.0008317238753724203,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
38,0.0008317238753724203,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
38,0.0008317238753724203,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
38,0.0008317238753724203,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
38,0.0008317238753724203,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
38,0.0008317238753724203,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
38,0.0008317238753724203,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
38,0.0008317238753724203,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
38,0.0008317238753724203,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
39,0.0007069652940665573,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
39,0.0007069652940665573,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
39,0.0007069652940665573,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
39,0.0007069652940665573,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
39,0.0007069652940665573,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
39,0.0007069652940665573,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
39,0.0007069652940665573,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
39,0.0007069652940665573,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
39,0.0007069652940665573,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
39,0.0007069652940665573,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
39,0.0007069652940665573,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
39,0.0007069652940665573,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
39,0.0007069652940665573,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
39,0.0007069652940665573,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
39,0.0007069652940665573,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
39,0.0007069652940665573,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
39,0.0007069652940665573,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
39,0.0007069652940665573,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
39,0.0007069652940665573,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
39,0.0007069652940665573,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
39,0.0007069652940665573,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
39,0.0007069652940665573,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
40,0.0006009204999565737,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
40,0.0006009204999565737,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
40,0.0006009204999565737,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
40,0.0006009204999565737,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
40,0.0006009204999565737,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
40,0.0006009204999565737,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
40,0.0006009204999565737,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
40,0.0006009204999565737,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
40,0.0006009204999565737,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
40,0.0006009204999565737,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
40,0.0006009204999565737,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
40,0.0006009204999565737,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
40,0.0006009204999565737,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
40,0.0006009204999565737,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
40,0.0006009204999565737,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
40,0.0006009204999565737,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
40,0.0006009204999565737,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
40,0.0006009204999565737,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
40,0.0006009204999565737,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
40,0.0006009204999565737,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
40,0.0006009204999565737,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
40,0.0006009204999565737,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
41,0.0005107824249630876,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
41,0.0005107824249630876,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
41,0.0005107824249630876,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
41,0.0005107824249630876,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
41,0.0005107824249630876,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
41,0.0005107824249630876,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
41,0.0005107824249630876,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
41,0.0005107824249630876,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
41,0.0005107824249630876,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
41,0.0005107824249630876,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
41,0.0005107824249630876,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
41,0.0005107824249630876,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
41,0.0005107824249630876,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
41,0.0005107824249630876,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
41,0.0005107824249630876,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
41,0.0005107824249630876,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
41,0.0005107824249630876,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
41,0.0005107824249630876,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
41,0.0005107824249630876,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
41,0.0005107824249630876,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
41,0.0005107824249630876,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
41,0.0005107824249630876,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
42,0.00043416506121862444,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
42,0.00043416506121862444,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
42,0.00043416506121862444,76,25,49,53,84,76,99,97,52,79,60,64,90,94,95,47,20,43,41,35,33
42,0.00043416506121862444,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
42,0.00043416506121862444,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
42,0.00043416506121862444,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
42,0.00043416506121862444,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
42,0.00043416506121862444,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
42,0.00043416506121862444,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
42,0.00043416506121862444,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
42,0.00043416506121862444,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
42,0.00043416506121862444,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
42,0.00043416506121862444,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
42,0.00043416506121862444,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
42,0.00043416506121862444,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
42,0.00043416506121862444,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
42,0.00043416506121862444,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
42,0.00043416506121862444,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
42,0.00043416506121862444,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
42,0.00043416506121862444,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
42,0.00043416506121862444,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
42,0.00043416506121862444,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
43,0.00036904030203583076,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
43,0.00036904030203583076,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
43,0.00036904030203583076,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
43,0.00036904030203583076,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
43,0.00036904030203583076,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
43,0.00036904030203583076,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
43,0.00036904030203583076,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
43,0.00036904030203583076,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
43,0.00036904030203583076,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
43,0.00036904030203583076,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
43,0.00036904030203583076,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
43,0.00036904030203583076,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
43,0.00036904030203583076,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
43,0.00036904030203583076,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
43,0.00036904030203583076,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
43,0.00036904030203583076,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
43,0.00036904030203583076,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
43,0.00036904030203583076,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
43,0.00036904030203583076,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
43,0.00036904030203583076,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
43,0.00036904030203583076,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
43,0.00036904030203583076,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
44,0.0003136842567304561,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
44,0.0003136842567304561,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
44,0.0003136842567304561,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
44,0.0003136842567304561,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
44,0.0003136842567304561,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
44,0.0003136842567304561,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
44,0.0003136842567304561,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
44,0.0003136842567304561,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
44,0.0003136842567304561,76,25,49,53,84,99,76,97,52,79,60,64,90,94,95,47,20,43,41,35,33
